gene_id	041017C1d150S1	041017E1d150S2	041917E1d14S1	041917F1d14S2
Chrna7	82	118	30	17
Chrna9	33	42	27	56
Chrnb1	289	413	591	733
Chrnb2	159	42	66	6
Chrnb3	0	0	0	0
Chrnb4	358	388	575	223
Chrnd	0	0	0	0
Chrne	0	0	0	0
Chrng	0	0	0	0
Chst1	0	0	0	0
Chst10	0	0	0	0
Chst11	0	0	0	0
Chst12	0	0	0	0
Chst13	0	0	1	0
Chst14	0	0	10	22
Chst15	0	0	0	1
Chst2	260	349	811	548
Chst3	0	0	8	2
Chst4	137	106	152	67
Chst5	0	0	0	0
Chst7	1	3	24	2
Chst8	0	0	0	0
Chst9	0	0	0	0
Chsy1	0	0	0	0
Chsy3	0	0	0	0
Chtf18	143	92	125	97
Chtf8	0	0	0	9
Chtop	0	0	0	2
Chuk	0	0	0	0
Churc1	0	0	0	0
Ciao1	0	0	0	0
Ciapin1	1	0	0	0
Ciart	0	0	0	8
Cib1	0	0	0	0
Cib2	5	4	1	0
Cib3	0	1	0	0
Cib4	0	0	0	0
Cic	0	2	12	3
Cidea	1339	823	931	989
Cideb	0	0	0	0
Cidec	17	8	10	5
Ciita	0	16	75	19
Cilp	0	0	0	0
Cilp2	0	0	0	0
Cinp	0	0	0	0
Cipc	0	0	0	1
Cir1	9	5	13	20
Cirbp	787	654	575	865
Cirh1a	0	0	0	0
Cisd1	0	0	0	0
Cisd2	0	0	0	0
Cisd3	33	37	34	5
Cish	0	1	0	0
Cistr-act	0	0	0	0
Cit	66	81	82	49
Cited1	0	0	6	3
Cited2	0	0	0	0
Cited4	0	0	0	0
Ciz1	1	0	0	0
CK137956	0	0	0	0
Ckap2	0	0	0	0
Ckap2l	0	0	0	0
Ckap4	0	1	0	0
Ckap5	139	131	116	208
Ckb	0	0	0	0
Cklf	0	0	0	0
Ckm	0	0	0	0
Ckmt1	14	0	1	15
Ckmt2	0	0	9	0
Cks1b	0	0	0	0
Cks1brt	0	0	0	0
Cks2	0	0	0	0
Clasp1	0	0	0	0
Clasp2	63	72	49	73
Clasrp	134	131	165	123
Clca1	0	0	0	0
Clca2	9	17	8	45
Clca3	0	0	0	0
Clca4	0	0	0	0
Clca5	0	0	0	0
Clca6	0	1	0	0
Clcc1	0	0	0	0
Clcf1	355	501	73	24
Clcn1	28	76	78	63
Clcn2	0	0	0	0
Clcn3	0	0	0	0
Clcn4-2	0	0	0	0
Clcn5	75	152	104	54
Clcn6	0	0	0	0
Clcn7	9	43	14	26
Clcnka	0	0	0	0
Clcnkb	961	678	1073	869
Cldn1	0	0	0	0
Cldn10	0	0	0	0
Cldn11	0	0	0	0
Cldn12	0	0	18	24
Cldn13	0	0	0	0
Cldn14	0	0	0	0
Cldn15	0	0	0	3
Cldn16	0	0	0	0
Cldn17	0	0	0	0
Cldn18	0	0	0	0
Cldn19	0	0	11	0
Cldn2	0	0	0	0
Cldn20	0	0	0	0
Cldn22	177	143	185	168
Cldn23	0	0	0	0
Cldn24	0	0	0	27
Cldn25	3311	3975	6923	6749
Cldn26	0	0	0	0
Cldn3	0	0	0	0
Cldn4	0	0	0	0
Cldn5	0	0	0	0
Cldn6	0	0	0	0
Cldn7	0	0	0	0
Cldn8	0	0	0	0
Cldn9	1	0	2	0
Cldnd2	0	0	0	0
Clec10a	0	0	0	0
Clec11a	0	0	0	0
Clec12a	5	0	7	8
Clec12b	0	0	0	0
Clec14a	0	0	0	0
Clec16a	520	431	682	391
Clec18a	0	0	0	0
Clec1a	0	0	0	0
Clec1b	0	0	0	0
Clec2d	191	269	507	629
Clec2e	0	0	0	0
Clec2f	0	0	2	0
Clec2g	0	0	0	1
Clec2h	0	0	0	0
Clec2i	123	0	0	0
Clec2l	0	0	3	1
Clec3a	1	0	0	0
Clec3b	3	5	4	4
Clec4a1	0	0	0	0
Clec4a2	0	0	0	0
Clec4a3	0	0	0	0
Clec4a4	0	0	0	0
Clec4b1	0	0	0	0
Clec4b2	0	0	0	0
Clec4d	0	0	1	0
Clec4e	0	0	0	0
Clec4f	1	0	0	8
Clec4g	0	0	0	0
Clec4n	0	0	0	0
Clec5a	0	0	0	0
Clec7a	0	0	0	0
Clec9a	8	0	0	4
Clgn	0	0	0	1
Clhc1	0	0	0	0
Clic1	0	0	0	0
Clic3	30	34	32	10
Clic4	0	1	0	0
Clic5	0	10	0	0
Clic6	0	0	0	0
Clint1	4	13	2	6
Clip1	83	62	21	70
Clip2	0	0	0	0
Clip3	3	0	1	0
Clip4	156	123	705	457
Clk1	0	0	0	0
Clk2	0	0	1	16
Clk3	10	1	17	15
Clk4	0	0	0	0
Clmn	0	0	0	0
Clmp	0	30	0	0
Cln3	0	0	0	0
Cln5	0	0	0	0
Cln6	0	0	0	0
Cln8	512	60	181	154
Clnk	2	2	3	4
Clns1a	0	0	0	0
Clock	0	0	0	0
Clp1	0	0	0	0
Clpb	15	0	0	0
Clpp	0	1	0	0
Clps	0	0	8	7
Clpsl2	0	1	6	0
Clptm1	51	91	27	12
Clptm1l	7	18	10	14
Clpx	504	459	653	426
Clrn1	0	0	0	0
Clrn2	0	0	0	0
Clrn3	14	26	22	11
Clspn	59	0	2	45
Clstn1	8	0	0	0
Clstn2	0	0	0	0
Clstn3	0	0	0	2
Clta	318	456	423	567
Cltb	0	0	1	3
Cltc	1	0	0	4
Clu	0	5	0	0
Cluap1	326	544	742	458
Cluh	38	72	23	31
Clvs1	0	0	0	1
Clvs2	4	2	6	4
Clybl	74	94	105	130
Cma1	0	0	0	0
Cma2	0	0	0	0
Cmah	0	0	0	1
Cmas	72	53	51	96
Cmbl	0	0	0	0
Cmc1	0	0	0	0
Cmc2	0	0	0	0
Cmip	0	13	10	1
Cmklr1	0	0	0	1
Cml1	30	0	17	10
Cml2	60	52	39	69
Cml3	0	0	0	0
Cml5	0	0	0	0
Cmpk1	0	0	0	0
Cmpk2	0	0	0	0
Cmss1	45	28	71	148
Cmtm1	0	0	0	0
Cmtm2a	0	0	0	0
Cmtm2b	0	0	0	0
Cmtm3	0	0	0	0
Cmtm4	0	0	0	0
Cmtm5	0	0	0	0
Cmtm6	0	0	0	0
Cmtm7	0	0	0	0
Cmtm8	0	0	0	0
Cmtr1	1	1	37	144
Cmtr2	0	0	0	0
Cmya5	0	0	0	0
Cnbd2	3	0	5	4
Cnbp	713	658	458	137
Cndp1	25	9	17	4
Cndp2	0	0	0	17
Cnep1r1	0	0	0	0
Cnfn	0	0	0	0
Cnga1	96	119	87	69
Cnga2	0	0	0	0
Cnga3	1	0	0	0
Cnga4	11	67	106	235
Cngb1	0	0	0	0
Cngb3	0	263	0	25
Cnih1	0	1	0	0
Cnih2	0	0	10	0
Cnih3	97	80	158	107
Cnih4	6	0	39	23
Cnksr1	0	0	0	1
Cnksr2	0	0	0	0
Cnksr3	0	0	0	0
Cnn1	4	0	0	0
Cnn2	0	0	2	0
Cnn3	0	0	0	0
Cnnm1	0	0	0	0
Cnnm2	0	0	0	0
Cnnm3	11	12	2	16
Cnnm4	0	0	0	0
Cnot1	0	0	0	0
Cnot10	186	152	172	139
Cnot11	0	0	0	0
Cnot2	793	943	1046	998
Cnot3	4759	4282	2585	4489
Cnot4	14	8	10	30
Cnot6	19	136	131	80
Cnot6l	0	0	0	0
Cnot7	0	0	0	0
Cnot8	35	0	49	0
Cnp	392	271	366	493
Cnppd1	875	1334	736	459
Cnpy1	0	0	0	0
Cnpy2	0	0	0	1
Cnpy3	0	0	0	0
Cnpy4	407	486	373	293
Cnr1	0	0	0	0
Cnr2	296	316	392	261
Cnrip1	0	0	0	0
Cnst	0	0	0	0
Cntd1	155	61	28	79
Cntf	0	0	0	0
Cntfr	650	597	727	918
Cntln	0	0	0	0
Cntn1	0	0	0	0
Cntn2	0	0	0	0
Cntn3	0	0	0	0
Cntn4	0	0	0	17
Cntn5	0	0	0	0
Cntn6	0	0	0	0
Cntnap1	2581	1954	1795	1293
Cntnap2	15	0	0	1
Cntnap3	0	0	0	0
Cntnap4	0	0	0	0
Cntnap5a	0	0	0	0
Cntnap5b	0	0	0	2
Cntnap5c	0	0	0	0
Cntrl	149	87	135	55
Cntrob	1	0	0	2
Coa3	62	109	35	36
Coa4	0	0	0	0
Coa5	0	0	22	2
Coa6	0	0	0	0
Coa7	0	0	0	0
Coasy	9	0	3	15
Cobl	0	0	0	0
Cobll1	0	0	0	0
Coch	0	0	0	0
Cog1	0	0	0	0
Cog2	74	58	18	33
Cog3	115	84	128	125
Cog4	0	0	0	0
Cog5	0	0	0	0
Cog6	0	0	0	0
Cog7	0	0	0	0
Cog8	448	475	557	320
Coil	1	0	0	0
Col10a1	1	1	0	0
Col11a1	0	0	0	0
Col11a2	9861	9230	9010	5236
Col12a1	2288	1818	2517	3158
Col13a1	18	52	28	33
Col14a1	173	226	150	205
Col15a1	0	1	9	8
Col16a1	654	925	845	1003
Col17a1	6	36	34	17
Col18a1	1549	1698	1252	1179
Col19a1	0	0	10	0
Col1a1	1	1	0	0
Col1a2	0	0	0	0
Col20a1	129	142	110	61
Col22a1	0	0	0	0
Col23a1	30	12	35	14
Col24a1	0	0	0	1
Col25a1	0	0	0	0
Col26a1	0	30	8	27
Col27a1	29	21	60	11
Col28a1	40	40	13	29
Col2a1	62	44	32	38
Col3a1	0	3	0	0
Col4a1	1	0	0	1
Col4a2	0	0	0	0
Col4a3	225	258	235	190
Col4a3bp	23	23	28	38
Col4a4	0	0	0	0
Col4a5	2	1	0	0
Col4a6	0	0	0	0
Col5a1	0	0	0	0
Col5a2	0	0	0	0
Col5a3	638	573	644	418
Col6a1	345	295	227	243
Col6a2	0	1	1	0
Col6a3	0	0	1	0
Col6a4	133	126	99	67
Col6a5	0	0	0	0
Col6a6	0	1	0	0
Col7a1	66283	59788	46539	41484
Col8a1	0	0	0	0
Col8a2	2	0	0	0
Col9a1	0	0	0	0
Col9a2	0	0	0	0
Col9a3	0	0	0	0
Colec10	0	0	0	0
Colec11	0	0	0	0
Colec12	0	0	1	0
Colgalt2	0	0	0	0
Colq	0	0	4	2
Commd1	56	38	14	24
Commd10	1	0	0	2
Commd2	709	417	671	611
Commd3	0	0	0	0
Commd4	0	0	0	0
Commd5	0	0	0	0
Commd6	0	0	0	0
Commd7	0	0	0	0
Commd8	0	0	0	0
Commd9	0	0	0	0
Comp	0	1	1	0
Comt	1577	1216	2112	2529
Comtd1	11	7	15	0
Copa	4	0	30	8
Copb1	0	0	0	0
Copb2	0	0	0	0
Cope	0	0	0	0
Copg1	1	0	1	1
Copg2	0	0	9	6
Coprs	0	1	34	47
Cops2	0	0	0	0
Cops3	0	0	0	0
Cops4	0	0	0	0
Cops5	154	277	356	409
Cops6	19	6	24	30
Cops7a	31	55	18	11
Cops7b	0	0	0	0
Cops8	6	0	0	0
Copz1	49	0	56	33
Copz2	16	52	12	18
Coq10a	0	0	0	0
Coq10b	5186	5540	4001	1886
Coq2	0	0	0	0
Coq3	0	0	0	0
Coq4	0	0	3	1
Coq5	0	1	0	0
Coq6	0	0	0	0
Coq7	0	0	0	0
Coq9	0	8	0	8
Corin	0	0	0	0
Coro1a	0	0	0	0
Coro1b	8895	7889	10985	9348
Coro1c	0	0	0	0
Coro2a	330	248	177	104
Coro2b	0	1	0	0
Coro6	0	0	0	0
Coro7	2964	3027	2321	1343
Cort	59	31	132	165
Cotl1	0	0	0	4
Cox10	0	0	0	0
Cox11	0	0	0	0
Cox14	0	0	0	0
Cox15	6	3	1	1
Cox16	0	0	0	2
Cox17	2954	2080	2453	5201
Cox18	0	0	0	0
Cox19	0	0	0	0
Cox20	0	0	0	0
Cox4i1	0	0	0	0
Cox4i2	20	0	0	0
Cox5a	0	0	0	0
Cox5b	0	0	0	0
Cox6a1	1	0	0	0
Cox6a2	0	0	0	7
Cox6b1	27	10	15	33
Cox6b2	0	1	0	11
Cox6c	0	0	0	0
Cox7a1	12	0	0	0
Cox7a2	0	0	0	0
Cox7a2l	0	0	0	0
Cox7b	0	0	0	4
Cox7b2	0	0	0	0
Cox7c	0	0	0	0
Cox8a	0	0	0	0
Cox8b	0	0	7	7
Cox8c	0	0	0	0
Cp	479	712	756	276
Cpa1	0	0	1	0
Cpa2	0	0	0	5
Cpa3	5	0	0	0
Cpa4	0	0	0	0
Cpa5	2	5	1	0
Cpa6	0	0	0	0
Cpb1	0	0	0	0
Cpb2	24	0	13	21
Cpd	718	728	1803	1327
Cpe	0	0	0	0
Cpeb1	0	0	0	1
Cpeb2	0	0	0	0
Cpeb3	64	72	48	33
Cpeb4	1414	1084	1062	864
Cped1	0	1	1	7
Cphx1	0	0	0	0
Cphx2	0	0	0	0
Cplx1	0	0	6	1
Cplx2	0	0	0	0
Cplx3	1288	1359	1736	1612
Cplx4	0	0	0	5
Cpm	0	0	0	0
Cpn1	0	0	0	3
Cpn2	0	0	0	0
Cpne1	52	61	83	41
Cpne2	0	0	0	0
Cpne3	368	94	329	176
Cpne4	401	557	269	234
Cpne5	806	701	583	728
Cpne6	433	392	236	412
Cpne7	7	2	3	6
Cpne8	0	0	1	0
Cpne9	19	18	26	36
Cpox	571	441	605	641
Cpped1	238	246	320	234
Cpq	0	0	0	0
Cps1	0	0	0	0
Cpsf1	43	90	158	51
Cpsf2	0	0	1	1
Cpsf3	584	772	452	457
Cpsf3l	0	0	0	0
Cpsf4	0	0	0	0
Cpsf4l	0	0	0	0
Cpsf6	8	22	11	17
Cpsf7	0	0	0	0
Cpt1a	1090	3166	1083	2087
Cpt1b	0	0	0	0
Cpt1c	0	0	0	0
Cpt2	282	46	149	104
Cpvl	0	0	0	0
Cpxcr1	0	0	0	0
Cpxm1	1241	1231	1146	1702
Cpxm2	0	0	0	0
Cpz	0	0	0	2
Cr1l	11	0	0	1
Cr2	0	0	7	0
Crabp1	0	0	0	0
Crabp2	0	0	0	5
Cradd	0	0	0	0
Cramp1l	0	4	1	5
Crat	0	1	1	2
Crb1	0	0	0	0
Crb2	10	8	7	10
Crb3	0	0	0	0
Crbn	0	0	0	0
Crcp	47	33	33	20
Crct1	0	0	0	0
Creb1	152	82	95	140
Creb3	53	109	39	55
Creb3l1	0	2	0	3
Creb3l2	0	0	0	0
Creb3l3	91	46	105	74
Creb3l4	7	1	0	6
Creb5	0	0	0	0
Crebbp	698	280	483	622
Crebl2	12	4	0	3
Crebrf	184	169	234	316
Crebzf	0	0	0	0
Creg1	0	0	0	0
Creg2	313	381	689	611
Creld1	0	0	13	1
Creld2	0	0	0	0
Crem	1138	1552	543	378
Crh	0	0	0	0
Crhbp	0	0	0	0
Crhr1	0	0	0	0
Crhr2	0	0	0	0
Crim1	0	0	0	0
Crip1	0	0	0	0
Crip2	9	8	15	2
Crip3	0	2	0	1
Cript	0	0	0	0
Crisp1	0	0	0	0
Crisp2	0	0	0	0
Crisp3	0	0	0	0
Crisp4	0	0	0	0
Crispld1	0	0	0	0
Crispld2	0	0	0	0
Crk	29	35	12	9
Crkl	1930	1532	1114	1199
Crlf1	0	0	0	0
Crlf2	0	0	0	0
Crlf3	774	953	1275	342
Crls1	0	0	0	0
Crmp1	0	0	0	0
Crnde	0	0	0	0
Crnkl1	0	0	0	0
Crnn	0	1	0	0
Crocc	523	441	184	140
Crot	6584	4076	6785	3166
Crp	0	0	34	0
Crtac1	0	0	0	0
Crtam	0	0	0	1
Crtap	10	7	6	10
Crtc1	0	0	0	0
Crtc2	0	0	10	0
Crtc3	44	74	78	213
Crx	0	0	0	0
Crxos	0	0	0	0
Cry1	0	0	0	0
Cry2	0	0	0	0
Cryaa	0	0	0	3
Cryab	0	0	4	14
Cryba1	0	0	0	0
Cryba2	0	0	0	0
Cryba4	0	0	0	0
Crybb1	0	0	0	0
Crybb2	0	0	0	0
Crybb3	0	0	0	0
Crybg3	1319	1308	1211	888
Cryga	0	0	0	0
Crygb	0	0	0	0
Crygc	0	0	0	0
Crygd	0	0	0	0
Cryge	0	0	0	0
Crygf	0	0	0	0
Crygn	38	37	49	10
Crygs	0	0	0	0
Cryl1	3	18	4	2
Crym	0	0	0	0
Cryz	0	0	0	0
Cryzl1	285	293	335	384
Cs	8	21	14	6
Csad	199	143	223	185
Csdc2	0	0	0	0
Csde1	0	1	1	0
Cse1l	0	0	0	4
Csf1	0	0	0	0
Csf1r	0	0	0	0
Csf2	0	0	0	0
Csf2ra	0	0	0	1
Csf2rb	1	0	0	1
Csf2rb2	0	0	0	0
Csf3	0	0	0	20
Csf3r	0	12	6	20
Csgalnact1	0	0	0	0
Csgalnact2	0	0	0	0
Csk	1	0	0	5
Csl	0	0	0	0
Csmd1	0	0	0	0
Csmd2	21	83	22	19
Csmd2os	0	0	0	0
Csmd3	0	0	0	0
Csn1s1	0	0	0	0
Csn1s2a	0	0	0	0
Csn1s2b	0	0	0	0
Csn2	0	0	0	0
Csn3	0	0	0	0
Csnk1a1	0	0	0	0
Csnk1d	6	0	10	1
Csnk1e	0	0	0	0
Csnk1g1	0	0	18	1
Csnk1g2	544	630	242	101
Csnk1g3	20	3	9	27
Csnk2a1	0	0	0	0
Csnk2a2	0	0	0	0
Csnk2b	29	4	0	3
Csnka2ip	0	0	0	0
Cspg4	22	19	24	31
Cspg5	0	19	0	15
Cspp1	61	136	34	98
Csprs	0	0	0	0
Csrnp1	0	0	0	3
Csrnp2	2632	4146	3477	1528
Csrnp3	123	118	133	99
Csrp1	0	0	0	0
Csrp2	12	5	10	27
Csrp2bp	525	514	347	194
Csrp3	0	0	0	0
Cst10	0	0	0	0
Cst11	0	0	0	0
Cst12	0	0	0	0
Cst13	0	0	0	0
Cst3	0	0	0	0
Cst6	14	11	31	43
Cst7	161	225	118	50
Cst8	0	0	0	0
Cst9	0	0	0	0
Csta1	0	0	0	0
Cstad	0	0	0	0
Cstb	0	0	0	0
Cstf1	0	0	0	0
Cstf2	0	0	0	0
Cstf2t	0	0	0	0
Cstf3	1	62	2	0
Cstl1	0	0	0	0
Ctag2	0	0	0	0
Ctage5	1	0	0	0
Ctbp1	31	3	45	2
Ctbp2	12	0	1	0
Ctbs	0	0	0	0
Ctc1	0	0	0	1
Ctcf	0	0	0	0
Ctcfl	0	0	0	0
Ctcflos	0	0	0	0
Ctdnep1	0	0	0	4
Ctdp1	2825	2948	2691	3117
Ctdsp1	28	0	15	4
Ctdsp2	0	0	0	1
Ctdspl	0	0	0	0
Ctdspl2	35524	30524	20506	31476
Ctf1	0	0	0	0
Ctf2	0	0	0	0
Ctgf	52	25	45	11
Cth	0	0	0	0
Cthrc1	0	0	0	0
Ctif	0	0	0	3
Ctla2a	0	0	0	0
Ctla2b	0	0	0	0
Ctla4	0	0	0	0
Ctnna1	0	0	1	0
Ctnna2	0	0	0	0
Ctnna3	0	0	0	0
Ctnnal1	54	58	127	81
Ctnnb1	0	0	0	0
Ctnnbip1	0	0	0	0
Ctnnbl1	27	19	32	19
Ctnnd1	0	0	1	0
Ctnnd2	0	0	1	0
Ctns	0	0	0	0
Ctps	1	2	0	0
Ctps2	0	0	0	9
Ctr9	1	0	1	0
Ctrb1	0	0	0	0
Ctrc	0	0	0	0
Ctrcos	0	0	0	0
Ctrl	0	0	0	0
Cts3	0	0	0	0
Cts6	0	0	0	0
Cts7	0	0	0	0
Cts8	0	0	0	0
Cts8-ps	0	0	0	0
Ctsa	139	125	71	37
Ctsb	0	0	0	0
Ctsc	0	2	0	64
Ctsd	0	0	0	0
Ctse	0	0	0	0
Ctsf	0	0	0	24
Ctsg	0	0	2	8
Ctsh	0	0	0	0
Ctsj	0	0	0	0
Ctsk	0	0	0	0
Ctsl	18	13	28	29
Ctsll3	5	0	0	0
Ctsm	0	0	0	0
Ctso	0	0	0	0
Ctsq	2259	647	253	212
Ctsr	0	0	0	0
Ctss	298	197	162	64
Ctsw	1197	1018	1083	638
Ctsz	35	51	23	31
Cttn	0	0	0	0
Cttnbp2	0	0	0	0
Cttnbp2nl	0	0	0	0
Ctu1	0	0	0	0
Ctu2	601	790	445	237
Ctxn1	0	0	42	32
Ctxn2	0	0	0	0
Ctxn3	0	0	0	0
Cubn	157	54	84	43
Cuedc1	0	0	6	19
Cuedc2	0	0	0	0
Cul1	186	394	781	642
Cul2	3486	2538	4070	2416
Cul3	707	716	643	396
Cul4a	1552	1792	1845	569
Cul4b	0	2	0	0
Cul5	16	11	7	2
Cul7	0	60	0	12
Cul9	7	36	5	1
Cuta	0	0	0	0
Cutal	0	0	28	0
Cutc	0	0	0	0
Cux1	4	0	54	51
Cux2	158	282	138	81
Cuzd1	0	0	0	0
Cwc15	0	0	0	0
Cwc22	0	0	0	0
Cwc25	0	63	61	19
Cwc27	114	149	82	39
Cwf19l1	169	254	81	95
Cwf19l2	1166	1638	1189	674
Cwh43	183	151	157	203
Cx3cl1	0	0	0	0
Cx3cr1	0	0	1	0
Cxadr	10	96	31	10
Cxcl1	0	0	0	0
Cxcl10	0	0	0	0
Cxcl11	0	0	1	0
Cxcl12	0	0	0	0
Cxcl13	0	0	0	0
Cxcl14	0	0	0	0
Cxcl15	0	0	0	0
Cxcl16	1206	801	1233	1260
Cxcl17	0	0	0	0
Cxcl2	0	0	0	0
Cxcl3	0	0	14	0
Cxcl5	0	0	0	0
Cxcl9	1	0	0	0
Cxcr1	0	0	0	0
Cxcr2	0	0	0	0
Cxcr3	245	176	187	107
Cxcr4	0	0	0	0
Cxcr5	0	0	0	0
Cxcr6	0	0	0	0
Cxx1a	0	1	0	0
Cxx1b	0	0	0	0
Cxx1c	0	0	0	0
Cxxc1	0	0	0	0
Cxxc4	0	0	0	0
Cxxc5	0	0	0	2
Cyb5	0	0	0	0
Cyb561	89	151	107	126
Cyb561a3	990	1270	1480	1215
Cyb561d1	0	0	3	2
Cyb561d2	0	0	0	0
Cyb5b	0	1	0	0
Cyb5d1	33	10	32	13
Cyb5d2	225	438	233	46
Cyb5r1	0	0	0	0
Cyb5r2	0	0	4	0
Cyb5r3	27	8	15	7
Cyb5r4	0	0	2	0
Cyb5rl	0	0	0	0
Cyba	0	0	0	0
Cybb	0	0	0	0
Cybrd1	0	5	0	14
Cyc1	32	100	22	24
Cycs	1	0	0	0
Cyct	0	0	0	0
Cyfip1	0	0	0	0
Cyfip2	519	959	392	408
Cygb	110	123	88	99
Cyhr1	0	0	16	3
Cylc1	0	0	0	0
Cylc2	0	0	0	0
Cyld	0	0	0	0
Cym	0	0	0	0
Cyp11a1	0	0	0	0
Cyp11b1	0	0	0	0
Cyp11b2	0	0	0	0
Cyp17a1	53	0	17	32
Cyp19a1	0	0	0	0
Cyp1a1	1	0	0	0
Cyp1a2	13	10	15	3
Cyp1b1	2	5	1	4
Cyp20a1	18	10	20	6
Cyp21a1	0	0	0	0
Cyp24a1	0	0	0	0
Cyp26a1	0	0	13	2
Cyp26b1	32	31	17	29
Cyp26c1	2	0	8	17
Cyp27a1	41	97	1	6
Cyp27b1	0	0	0	0
Cyp2a12	0	0	0	0
Cyp2a22	0	0	0	0
Cyp2a4	0	0	0	0
Cyp2a5	0	0	0	0
Cyp2ab1	0	1	0	0
Cyp2b10	0	1	0	8
Cyp2b13	0	1	0	0
Cyp2b19	0	0	0	0
Cyp2b23	0	0	0	0
Cyp2b9	9	0	7	6
Cyp2c29	0	0	0	0
Cyp2c37	0	0	0	0
Cyp2c38	0	0	0	0
Cyp2c39	0	0	0	0
Cyp2c40	0	0	0	0
Cyp2c44	10	0	0	0
Cyp2c50	0	0	0	0
Cyp2c53-ps	0	0	0	0
Cyp2c54	0	0	0	0
Cyp2c55	182	188	520	461
Cyp2c65	0	0	0	0
Cyp2c66	0	0	0	0
Cyp2c67	0	0	0	0
Cyp2c68	0	0	0	0
Cyp2c69	0	0	0	0
Cyp2c70	0	0	0	0
Cyp2d10	0	0	0	0
Cyp2d11	0	0	1	0
Cyp2d12	0	0	0	0
Cyp2d13	70	86	75	124
Cyp2d22	0	0	0	0
Cyp2d26	0	0	0	0
Cyp2d34	0	0	0	0
Cyp2d37-ps	0	3	0	14
Cyp2d40	0	0	0	0
Cyp2d9	0	0	0	0
Cyp2e1	0	0	0	0
Cyp2f2	0	0	0	0
Cyp2g1	0	0	0	0
Cyp2j11	0	0	0	0
Cyp2j12	0	1	0	0
Cyp2j13	0	0	0	2
Cyp2j5	0	0	0	0
Cyp2j6	0	0	0	0
Cyp2j8	0	0	0	0
Cyp2j9	0	0	0	0
Cyp2r1	1	0	0	0
Cyp2s1	0	0	3	2
Cyp2t4	0	1	0	0
Cyp2u1	0	0	5	0
Cyp2w1	0	0	0	0
Cyp39a1	0	0	2	1
Cyp3a11	57	72	19	25
Cyp3a13	0	0	0	0
Cyp3a16	0	0	0	0
Cyp3a25	166	139	141	223
Cyp3a41a	8	0	0	6
Cyp3a41b	0	0	0	0
Cyp3a44	0	0	0	1
Cyp3a57	0	0	0	0
Cyp3a59	0	0	0	0
Cyp46a1	5	11	3	11
Cyp4a10	91	72	67	38
Cyp4a12a	0	0	0	2
Cyp4a12b	249	259	156	52
Cyp4a14	3	16	48	71
Cyp4a29	0	0	0	0
Cyp4a30b	46	28	36	43
Cyp4a31	0	0	0	0
Cyp4a32	0	0	0	0
Cyp4b1	0	0	3	2
Cyp4b1-ps2	0	0	0	0
Cyp4f13	0	0	1	0
Cyp4f14	558	526	366	167
Cyp4f15	0	0	0	0
Cyp4f16	549	596	412	202
Cyp4f17	2820	3077	1380	1162
Cyp4f18	0	1	0	0
Cyp4f37	0	0	0	0
Cyp4f39	178	214	97	79
Cyp4f40	60	96	22	24
Cyp4f41-ps	0	0	0	0
Cyp4v3	0	0	0	0
Cyp4x1	0	0	0	0
Cyp51	2517	1786	4697	2008
Cyp7a1	0	0	2	1
Cyp7b1	0	0	0	0
Cyp8b1	0	0	0	0
Cypt1	0	0	0	0
Cypt10	0	0	0	0
Cypt12	0	0	0	0
Cypt14	0	0	13	7
Cypt15	0	0	0	0
Cypt2	0	0	0	0
Cypt3	0	0	0	0
Cypt4	0	0	0	0
Cypt7	0	0	0	0
Cypt8	0	0	0	0
Cypt9	0	0	0	0
Cyr61	0	0	0	0
Cys1	1	0	0	0
Cysltr1	0	0	0	0
Cysltr2	0	4	0	1
Cystm1	0	0	0	0
Cyth1	468	216	1162	753
Cyth2	0	0	0	0
Cyth3	0	0	0	0
Cyth4	10	7	0	5
Cytip	0	0	0	0
Cytl1	0	0	0	0
Cyyr1	0	0	0	0
D030018L15Rik	0	0	0	0
D030024E09Rik	0	0	0	0
D030025E07Rik	0	0	0	0
D030025P21Rik	85	94	73	92
D030028A08Rik	105	344	47	56
D030040B21Rik	127	160	221	226
D030045P18Rik	0	0	0	0
D030047H15Rik	1	0	0	0
D030056L22Rik	0	0	2	4
D10Bwg1379e	20	7	7	2
D10Jhu81e	0	0	0	0
D10Wsu102e	0	0	0	0
D11Wsu47e	0	0	0	0
D130009I18Rik	0	0	0	0
D130017N08Rik	0	0	16	6
D130020L05Rik	0	0	0	0
D130040H23Rik	0	0	0	0
D130043K22Rik	465	205	414	638
D130058E03	0	0	0	0
D14Ertd670e	0	0	0	0
D15Ertd621e	0	0	1	8
D16Ertd472e	2857	3220	2558	1935
D16Ertd519e	0	0	0	0
D17Ertd648e	0	0	0	0
D17H6S53E	0	0	1	13
D17Wsu104e	0	0	0	0
D17Wsu92e	1590	1566	1005	1738
D19Bwg1357e	0	0	0	0
D1Ertd622e	0	0	0	0
D1Pas1	0	0	0	0
D230025D16Rik	0	0	0	1
D230030E09Rik	0	0	0	0
D2hgdh	22	47	52	70
D2Wsu81e	19	14	5	0
D330023K18Rik	0	0	0	0
D330041H03Rik	0	0	0	0
D330045A20Rik	0	0	0	0
D330050G23Rik	0	0	0	0
D330050I16Rik	63	130	57	40
D3Bwg0562e	0	0	0	0
D3Ertd254e	0	0	0	0
D3Ertd751e	0	0	0	0
D430019H16Rik	5	0	2	0
D430020J02Rik	0	0	0	0
